"","NC","ID","sec"
"2411",199504307,653,12
"2412",199504308,235,8
"2413",199504501,6,8
"2414",199504502,9,15
"2415",199504503,552,12
"2416",199504504,207,15
"2417",199504505,30,11
"2418",199504506,65,15
"2419",199504507,553,10
"2420",199504604,491,12
"2421",199504605,509,11
"2422",199504607,237,11
"2423",199504615,316,12
"2424",199504616,242,8
"2425",199504701,286,8
"2426",199504702,299,8
"2427",199504704,50,7
"2428",199504705,93,8
"2429",199504706,205,11
"2430",199504707,84,12
"2431",199504708,176,8
"2432",199504715,267,12
"2433",199504716,92,8
"2434",199504717,62,12
"2435",199504719,665,12
"2436",199504720,139,12
"2437",199504721,529,8
"2438",199504815,267,8
"2439",199504826,27,12
"2440",199504827,137,12
"2441",199505001,125,2
"2442",199505002,526,6
"2443",199505005,732,9
"2444",199505102,206,8
"2445",199505106,155,15
"2446",199505107,191,12
"2447",199505108,31,10
"2448",199505109,511,12
"2449",199505110,86,7
"2450",199505111,256,8
"2451",199505112,238,12
"2452",199505113,491,9
"2453",199505116,372,9
"2454",199505202,107,15
"2455",199505204,87,8
"2456",199505205,2,15
"2457",199505208,82,2
"2458",199505209,25,9
"2459",199505210,114,8
"2460",199505211,152,12
"2461",199505212,72,12
"2462",199505213,192,15
"2463",199505214,167,11
"2464",199505216,48,15
"2465",199505218,98,8
"2466",199505221,222,8
"2467",199505222,42,12
"2468",199505223,218,15
"2469",199505224,536,11
"2470",199505225,403,8
"2471",199505229,207,15
"2472",199505302,476,12
"2473",199505303,144,12
"2474",199505305,158,14
"2475",199505306,235,11
"2476",199505309,501,8
"2477",199505311,138,12
"2478",199505313,341,8
"2479",199505401,276,11
"2480",199505601,202,12
"2481",199505705,492,13
"2482",199505710,121,12
"2483",199505801,167,9
"2484",199505802,114,9
"2485",199505803,152,12
"2486",199505804,192,8
"2487",199505805,508,12
"2488",199505806,295,12
"2489",199505807,159,11
"2490",199505808,204,9
"2491",199505809,117,15
"2492",199505810,208,12
"2493",199505811,113,14
"2494",199505814,313,11
"2495",199505815,27,12
"2496",199505816,137,8
"2497",199505817,233,9
"2498",199505818,240,12
"2499",199505819,83,11
"2500",199505821,200,8
"2501",199505822,76,12
"2502",199505825,197,8
"2503",199505901,92,12
"2504",199505903,50,12
"2505",199505904,84,8
"2506",199505905,8,15
"2507",199505906,176,15
"2508",199505907,336,11
"2509",199506001,93,8
"2510",199506101,162,10
"2511",199506104,403,10
"2512",199506105,204,12
"2513",199506106,123,8
"2514",199506107,295,8
"2515",199506108,53,11
"2516",199506301,272,15
"2517",199506302,8,15
"2518",199506303,49,12
"2519",199506304,205,15
"2520",199506308,92,14
"2521",199506309,84,8
"2522",199506310,536,10
"2523",199506311,403,12
"2524",199506312,62,12
"2525",199506317,82,10
"2526",199506320,485,12
"2527",199506323,595,9
"2528",199506324,76,8
"2529",199506325,27,12
"2530",199506330,83,12
"2531",199506401,98,10
"2532",199506402,474,12
"2533",199506403,210,8
"2534",199506501,201,11
"2535",199506602,242,15
"2536",199506603,238,11
"2537",199506607,272,10
"2538",199506608,53,11
"2539",199506610,9,8
"2540",199506611,113,15
"2541",199506703,516,10
"2542",199506802,204,12
"2543",199506803,111,12
"2544",199506804,159,9
"2545",199506808,4,11
"2546",199506811,299,8
"2547",199506812,6,9
"2548",199506814,528,8
"2549",199506815,553,11
"2550",199506817,326,11
"2551",199506819,208,12
"2552",199506902,420,9
"2553",199507201,30,11
"2554",199507205,198,7
"2555",199507208,94,8
"2556",199507209,4,10
"2557",199507210,514,9
"2558",199507213,420,10
"2559",199507301,167,12
"2560",199507302,87,12
"2561",199507304,11,12
"2562",199507305,114,9
"2563",199507306,403,12
"2564",199507307,113,12
"2565",199507310,112,12
"2566",199507312,247,2
"2567",199507318,287,11
"2568",199507319,84,15
"2569",199507320,228,12
"2570",199507321,176,8
"2571",199507323,205,12
"2572",199507324,2,12
"2573",199507325,50,12
"2574",199507328,155,11
"2575",199507329,62,11
"2576",199507330,93,15
"2577",199507331,535,12
"2578",199507333,107,12
"2579",199507334,513,11
"2580",199507335,92,7
"2581",199507339,336,11
"2582",199507340,8,8
"2583",199507341,128,12
"2584",199507343,117,8
"2585",199507345,82,8
"2586",199507346,48,12
"2587",199507347,152,12
"2588",199507348,157,9
"2589",199507349,201,14
"2590",199507350,219,9
"2591",199507358,513,12
"2592",199507359,577,12
"2593",199507361,83,14
"2594",199507504,1257,8
"2595",199507505,90,12
"2596",199507508,507,12
"2597",199507511,249,12
"2598",199507516,473,12
"2599",199507518,206,8
"2600",199507601,493,8
"2601",199507602,10,13
"2602",199507701,223,9
"2603",199507702,571,9
"2604",199507704,703,9
"2605",199507710,703,9
"2606",199507906,354,15
"2607",199507908,499,8
"2608",199507912,119,12
"2609",199508102,123,8
"2610",199508205,121,8
"2611",199508207,53,12
"2612",199508208,527,12
"2613",199508210,523,12
"2614",199508212,341,12
"2615",199508213,42,12
"2616",199508215,14,15
"2617",199508216,193,11
"2618",199508217,528,8
"2619",199508218,486,8
"2620",199508303,231,10
"2621",199508306,177,12
"2622",199508307,547,6
"2623",199508308,487,8
"2624",199508310,1063,8
"2625",199508311,743,11
"2626",199508313,53,6
"2627",199508316,171,12
"2628",199508317,193,15
"2629",199508318,528,8
"2630",199508321,212,12
"2631",199508322,59,11
"2632",199508323,9,6
"2633",199508326,103,9
"2634",199508329,509,8
"2635",199508330,42,12
"2636",199508333,23,9
"2637",199508336,139,9
"2638",199508337,185,11
"2639",199508338,665,15
"2640",199508339,242,13
"2641",199508340,370,3
"2642",199508348,206,12
"2643",199508357,95,10
"2644",199508358,256,15
"2645",199508365,34,15
"2646",199508368,485,11
"2647",199508369,239,11
"2648",199508373,218,12
"2649",199508377,121,10
"2650",199508378,4,15
"2651",199508501,228,8
"2652",199508502,98,8
"2653",199508503,269,8
"2654",199508505,208,8
"2655",199508601,258,10
"2656",199508603,224,12
"2657",199508704,55,15
"2658",199508801,107,8
"2659",199508802,157,8
"2660",199508901,211,12
"2661",199509004,114,15
"2662",199509005,1,15
"2663",199509101,660,8
"2664",199509103,472,12
"2665",199509106,483,12
"2666",199509107,42,12
"2667",199509108,117,15
"2668",199509201,232,15
"2669",199509202,130,12
"2670",199509203,216,11
"2671",199509204,227,15
"2672",199509205,478,12
"2673",199509206,1233,12
"2674",199509209,199,8
"2675",199509215,110,15
"2676",199509217,111,12
"2677",199509218,436,12
"2678",199509219,397,15
"2679",199509221,289,9
"2680",199509223,217,12
"2681",199509225,108,12
"2682",199509227,13,11
"2683",199509230,101,11
"2684",199509235,541,11
"2685",199509237,56,12
"2686",199509301,554,12
"2687",199509303,169,15
"2688",199509306,567,11
"2689",199509307,360,12
"2690",199509309,4,10
"2691",199509312,210,12
"2692",199509402,169,11
"2693",199509404,671,12
"2694",199509405,420,12
"2695",199509406,505,8
"2696",199509407,211,8
"2697",199509408,104,10
"2698",199509409,50,9
"2699",199509410,84,15
"2700",199509411,8,9
"2701",199509412,2,12
"2702",199509413,92,12
"2703",199509414,93,11
"2704",199509415,62,13
"2705",199509416,141,12
"2706",199509418,205,15
"2707",199509501,212,12
"2708",199509502,266,15
"2709",199509503,162,9
"2710",199509505,272,12
"2711",199509604,3,12
"2712",199509606,59,12
"2713",199509609,117,10
"2714",199509610,209,12
"2715",199509613,179,12
"2716",199509701,391,11
"2717",199509706,658,11
"2718",199509707,2,12
"2719",199509709,50,8
"2720",199509711,665,8
"2721",199509712,8,13
"2722",199509713,287,8
"2723",199509714,92,11
"2724",199509715,336,8
"2725",199509716,62,8
"2726",199509717,205,8
"2727",199509719,49,4
"2728",199510003,502,8
"2729",199510004,316,12
"2730",199510101,219,15
"2731",199510102,87,11
"2732",199510103,153,9
"2733",199510105,128,8
"2734",199510106,403,15
"2735",199510109,4,8
"2736",199510110,98,12
"2737",199510302,259,8
"2738",199510305,514,8
"2739",199510312,516,15
"2740",199510401,48,15
"2741",199510402,370,10
"2742",199510406,403,12
"2743",199510407,157,10
"2744",199510408,82,12
"2745",199510409,98,12
"2746",199510410,222,12
"2747",199510411,218,10
"2748",199510414,72,9
"2749",199510415,1185,12
"2750",199510416,219,15
"2751",199510501,103,8
"2752",199510506,113,12
"2753",199510601,82,10
"2754",199510701,112,12
"2755",199510704,218,8
"2756",199510708,247,9
"2757",199510905,208,8
"2758",199510906,6,12
"2759",199511001,536,10
"2760",199511002,228,8
"2761",199511003,102,9
"2762",199511004,474,12
"2763",199511006,208,12
"2764",199511007,204,12
"2765",199511008,248,8
"2766",199511010,299,12
"2767",199511101,122,7
"2768",199511102,251,11
"2769",199511103,226,12
"2770",199511104,165,15
"2771",199511201,201,8
"2772",199511301,25,11
"2773",199511302,222,11
"2774",199511304,191,9
"2775",199511306,72,12
"2776",199511308,207,15
"2777",199511313,42,10
"2778",199511315,210,15
"2779",199511317,483,8
"2780",199511319,593,14
"2781",199511321,528,8
"2782",199511322,92,11
"2783",199511323,193,8
"2784",199511325,53,2
"2785",199511402,43,11
"2786",199511403,232,8
"2787",199511407,248,15
"2788",199511412,131,8
"2789",199511413,103,15
"2790",199511419,206,12
"2791",199511420,105,9
"2792",199511502,661,12
"2793",199511503,98,12
"2794",199511612,1740,12
"2795",199511614,398,12
"2796",199511615,93,8
"2797",199511801,228,11
"2798",199511802,537,15
"2799",199511803,94,12
"2800",199511804,198,3
"2801",199511805,210,9
"2802",199511902,126,11
"2803",199512003,547,12
"2804",199512004,487,12
"2805",199512005,258,10
"2806",199512007,177,8
"2807",199512008,231,8
"2808",199512102,218,13
"2809",199512104,562,9
"2810",199512105,574,8
"2811",199512107,490,10
"2812",199512108,116,8
"2813",199512110,4,13
"2814",199512114,204,9
"2815",199512115,211,8
"2816",199512119,477,8
"2817",199512201,550,13
"2818",199512206,477,12
"2819",199512208,403,11
"2820",199512209,211,8
"2821",199512210,326,8
"2822",199512304,34,11
"2823",199512305,8,9
"2824",199512307,42,14
"2825",199512308,179,8
"2826",199512310,124,8
"2827",199512311,137,8
"2828",199512314,206,12
"2829",199512315,311,8
"2830",199512316,94,11
"2831",199512317,84,12
"2832",199512318,197,12
"2833",199512319,537,12
"2834",199512320,128,12
"2835",199512322,200,12
"2836",199512323,113,14
"2837",199512324,313,6
"2838",199512326,198,12
"2839",199512329,240,14
"2840",199512330,159,8
"2841",199512331,204,15
"2842",199512332,176,2
"2843",199512333,287,9
"2844",199512334,62,8
"2845",199512335,474,12
"2846",199512336,205,15
"2847",199512340,103,12
"2848",199512343,59,12
"2849",199512345,266,12
"2850",199512346,371,12
"2851",199512351,2,13
"2852",199512354,228,12
"2853",199512356,92,12
"2854",199512365,111,12
"2855",199512402,189,15
"2856",199512403,243,13
"2857",199512404,177,8
"2858",199512405,1110,12
"2859",199512407,13,12
"2860",199512409,547,11
"2861",199512416,245,12
"2862",199512420,231,13
"2863",199512426,1233,8
"2864",199512428,197,8
"2865",199512502,31,12
"2866",199512503,287,8
"2867",199512504,228,8
"2868",199512505,474,9
"2869",199512506,113,14
"2870",199512507,205,15
"2871",199512508,8,8
"2872",199512509,155,9
"2873",199512510,93,9
"2874",199512511,307,12
"2875",199512512,670,12
"2876",199512513,509,11
"2877",199512514,510,12
"2878",199512517,372,15
"2879",199512519,127,12
"2880",199512520,248,12
"2881",199512523,23,15
"2882",199512524,232,12
"2883",199512526,59,15
"2884",199512527,13,8
"2885",199512602,269,15
"2886",199512606,76,8
"2887",199512608,370,9
"2888",199512609,25,8
"2889",199512611,114,11
"2890",199512612,222,8
"2891",199512613,48,13
"2892",199512614,82,10
"2893",199512615,87,15
"2894",199512616,86,8
"2895",199512617,152,10
"2896",199512618,107,11
"2897",199512619,151,8
"2898",199512620,1,12
"2899",199512621,186,8
"2900",199512622,70,12
"2901",199512627,94,8
"2902",199512901,125,11
"2903",199512902,526,15
"2904",199513001,219,8
"2905",199513004,829,12
"2906",199513102,516,15
"2907",199513103,14,12
"2908",199513104,193,8
"2909",199513105,137,8
"2910",199513106,179,8
"2911",199513107,528,12
"2912",199513108,128,8
"2913",199513109,21,12
"2914",199513111,159,12
"2915",199513114,295,8
"2916",199513116,123,12
"2917",199513117,204,12
"2918",199513118,508,12
"2919",199513202,264,9
"2920",199513303,112,15
"2921",199513306,247,12
"2922",199513401,295,12
"2923",199513402,123,12
"2924",199513403,204,10
"2925",199513405,179,12
"2926",199513605,112,8
"2927",199513606,247,14
"2928",199513702,514,12
"2929",199513704,76,10
"2930",199513705,86,12
"2931",199513707,123,9
"2932",199513708,295,8
"2933",199513711,269,12
"2934",199513713,204,15
"2935",199513714,159,10
"2936",199514002,13,10
"2937",199514101,341,15
"2938",199514102,530,8
"2939",199514104,42,8
"2940",199514107,528,12
"2941",199514108,665,12
"2942",199514110,112,12
"2943",199514114,179,12
"2944",199514120,92,8
"2945",199514201,1,15
"2946",199514202,86,12
"2947",199514204,153,11
"2948",199514205,194,12
"2949",199514206,107,15
"2950",199514207,213,15
"2951",199514209,132,10
"2952",199514210,47,12
"2953",199514211,70,9
"2954",199514212,11,12
"2955",199514213,537,12
"2956",199514214,87,9
"2957",199514215,111,12
"2958",199514216,110,8
"2959",199514217,217,6
"2960",199514218,101,8
"2961",199514222,73,12
"2962",199514224,397,11
"2963",199514225,64,15
"2964",199514227,8,12
"2965",199514230,192,15
"2966",199514231,130,12
"2967",199514232,232,7
"2968",199514233,108,8
"2969",199514237,229,3
"2970",199514238,289,11
"2971",199514239,345,11
"2972",199514301,236,7
"2973",199514302,200,11
"2974",199514303,197,15
"2975",199514304,1,12
"2976",199514305,82,15
"2977",199514306,86,10
"2978",199514401,13,12
"2979",199514402,243,12
"2980",199514403,257,11
"2981",199514404,17,12
"2982",199514405,1,12
"2983",199514406,86,10
"2984",199514408,87,12
"2985",199514409,70,14
"2986",199514501,1,12
"2987",199514502,17,11
"2988",199514503,70,8
"2989",199514504,87,14
"2990",199514505,89,15
"2991",199514601,177,8
"2992",199514602,73,12
"2993",199514603,436,9
"2994",199514604,538,10
"2995",199514605,397,10
"2996",199514607,226,12
"2997",199514609,541,8
"2998",199514611,264,14
"2999",199514612,251,7
"3000",199514613,92,15
"3001",199514614,484,8
"3002",199514617,124,12
"3003",199514620,198,12
"3004",199514621,474,15
"3005",199514622,23,11
"3006",199514623,248,15
"3007",199514625,2,8
"3008",199514627,287,8
"3009",199514628,8,14
"3010",199514629,84,12
"3011",199514631,176,9
"3012",199514634,62,12
"3013",199514635,50,11
"3014",199514636,205,10
"3015",199514637,93,9
"3016",199514641,155,15
"3017",199514644,113,15
"3018",199514646,137,15
"3019",199514648,83,9
"3020",199514651,200,15
"3021",199514652,117,11
"3022",199514654,59,8
"3023",199514655,180,11
"3024",199514656,245,11
"3025",199514657,102,11
"3026",199514704,218,8
"3027",199514712,162,14
"3028",199514713,173,8
"3029",199514714,112,9
"3030",199514715,211,8
"3031",199514716,775,12
"3032",199514717,86,10
"3033",199514718,98,11
"3034",199514719,594,11
"3035",199514720,114,15
"3036",199514722,536,12
"3037",199514725,537,12
"3038",199514726,971,13
"3039",199514727,247,8
"3040",199514730,208,10
"3041",199514732,500,12
"3042",199514735,527,12
"3043",199514739,42,8
"3044",199514801,219,6
"3045",199514805,153,8
"3046",199514811,17,11
"3047",199514812,513,15
"3048",199514814,33,12
"3049",199514815,92,12
"3050",199514816,50,8
"3051",199514818,84,15
"3052",199514819,8,10
"3053",199514820,494,11
"3054",199514821,287,8
"3055",199514822,155,8
"3056",199514823,176,12
"3057",199514824,474,11
"3058",199514825,2,12
"3059",199514826,93,8
"3060",199514904,159,12
"3061",199514915,218,14
"3062",199514916,141,15
"3063",199514917,186,15
"3064",199514924,112,11
"3065",199514925,14,12
"3066",199514928,326,12
"3067",199514929,536,12
"3068",199514931,173,12
"3069",199514933,76,8
"3070",199515001,132,8
"3071",199515002,194,8
"3072",199515003,502,11
"3073",199515004,455,14
"3074",199515005,47,11
"3075",199515006,137,15
"3076",199515008,11,15
"3077",199515101,119,10
"3078",199515103,206,11
"3079",199515104,484,15
"3080",199515105,27,12
"3081",199515107,111,8
"3082",199515108,289,8
"3083",199515110,110,9
"3084",199515113,101,10
"3085",199515116,73,9
"3086",199515117,397,13
"3087",199515118,541,15
"3088",199515119,82,10
"3089",199515120,114,8
"3090",199515121,1,15
"3091",199515122,222,8
"3092",199515123,98,12
"3093",199515125,70,12
"3094",199515126,86,8
"3095",199515127,157,12
"3096",199515132,105,15
"3097",199515133,345,11
"3098",199515134,137,8
"3099",199515136,124,12
"3100",199515139,64,15
"3101",199515140,301,8
"3102",199515142,40,12
"3103",199515143,391,10
"3104",199515148,2,12
"3105",199515149,50,15
"3106",199515301,73,15
"3107",199515302,110,11
"3108",199515304,217,12
"3109",199515305,121,12
"3110",199515306,289,8
"3111",199515311,503,10
"3112",199515313,103,14
"3113",199515314,23,8
"3114",199515319,586,8
"3115",199515321,403,8
"3116",199515324,130,12
"3117",199515325,143,8
"3118",199515326,229,9
"3119",199515330,239,9
"3120",199515331,1125,12
"3121",199515333,56,11
"3122",199515335,31,15
"3123",199515338,204,11
"3124",199515343,510,12
"3125",199515346,248,15
"3126",199515348,269,11
"3127",199515350,266,13
"3128",199515352,82,15
"3129",199515354,72,8
"3130",199515355,267,12
"3131",199515356,48,12
"3132",199515357,222,14
"3133",199515358,98,12
"3134",199515359,212,9
"3135",199515360,307,8
"3136",199515364,256,12
"3137",199515365,398,15
"3138",199515367,58,2
"3139",199515401,117,12
"3140",199515405,55,12
"3141",199515407,524,10
"3142",199515410,60,8
"3143",199515411,34,12
"3144",199515412,42,8
"3145",199515416,128,12
"3146",199515420,179,9
"3147",199515423,477,9
"3148",199515429,1047,8
"3149",199515431,206,12
"3150",199515501,242,15
"3151",199515502,9,12
"3152",199515503,286,9
"3153",199515504,566,8
"3154",199515507,554,12
"3155",199515510,316,10
"3156",199515511,281,8
"3157",199515514,121,11
"3158",199515517,530,9
"3159",199515519,76,8
"3160",199515520,112,8
"3161",199515521,173,8
"3162",199515522,141,11
"3163",199515524,515,11
"3164",199515525,233,12
"3165",199515527,550,8
"3166",199515601,2,2
"3167",199600102,172,12
"3168",199600103,226,12
"3169",199600104,223,12
"3170",199600105,360,8
"3171",199600109,186,12
"3172",199600110,122,11
"3173",199600113,6,8
"3174",199600114,294,12
"3175",199600115,79,9
"3176",199600116,65,12
"3177",199600117,574,12
"3178",199600118,293,12
"3179",199600121,571,11
"3180",199600203,70,12
"3181",199600204,86,15
"3182",199600206,30,12
"3183",199600208,191,11
"3184",199600210,6,11
"3185",199600211,228,15
"3186",199600212,87,12
"3187",199600214,66,8
"3188",199600218,514,12
"3189",199600222,293,15
"3190",199600223,104,11
"3191",199600225,496,8
"3192",199600227,575,12
"3193",199600229,4,11
"3194",199600230,111,12
"3195",199600302,276,9
"3196",199600303,584,8
"3197",199600601,573,9
"3198",199600603,158,11
"3199",199600605,103,14
"3200",199600606,23,15
"3201",199600703,628,12
"3202",199600704,299,12
"3203",199600709,161,12
"3204",199600710,625,13
"3205",199600713,523,15
"3206",199600718,112,11
"3207",199600719,103,12
"3208",199600721,247,9
"3209",199600723,228,15
"3210",199600727,193,15
"3211",199600801,198,9
"3212",199600802,293,8
"3213",199600805,228,8
"3214",199600808,211,14
"3215",199600810,94,15
"3216",199600811,102,8
"3217",199600815,512,12
"3218",199600816,803,9
"3219",199600821,194,15
"3220",199600904,243,7
"3221",199600906,189,11
"3222",199600907,492,12
"3223",199600908,499,12
"3224",199600909,245,7
"3225",199600912,140,12
"3226",199601004,551,15
"3227",199601007,476,9
"3228",199601009,273,9
"3229",199601010,348,12
"3230",199601016,4,12
"3231",199601107,384,11
"3232",199601110,487,13
"3233",199601111,602,13
"3234",199601112,231,12
"3235",199601121,600,10
"3236",199601203,220,15
"3237",199601205,433,11
"3238",199601301,2,12
"3239",199601302,62,15
"3240",199601304,92,12
"3241",199601305,84,9
"3242",199601306,205,8
"3243",199601307,93,10
"3244",199601308,176,12
"3245",199601313,42,11
"3246",199601402,514,8
"3247",199601404,246,15
"3248",199601406,1282,12
"3249",199601407,571,13
"3250",199601601,6,12
"3251",199601606,293,10
"3252",199601607,426,12
"3253",199601701,905,8
"3254",199601719,1261,8
"3255",199601720,295,11
"3256",199601721,123,12
"3257",199601801,125,12
"3258",199601802,46,15
"3259",199601901,185,12
"3260",199602101,514,11
"3261",199602104,549,12
"3262",199602109,115,15
"3263",199602115,678,11
"3264",199602117,9,12
"3265",199602120,554,10
"3266",199602121,552,15
"3267",199602122,192,8
"3268",199602123,455,15
"3269",199602124,114,11
"3270",199602125,11,12
"3271",199602126,132,11
"3272",199602127,151,10
"3273",199602129,555,15
"3274",199602204,349,12
"3275",199602205,713,9
"3276",199602206,55,10
"3277",199602207,524,15
"3278",199602211,620,12
"3279",199602212,447,2
"3280",199602213,610,6
"3281",199602214,355,8
"3282",199602219,580,12
"3283",199602220,588,9
"3284",199602225,606,11
"3285",199602227,219,9
"3286",199602228,577,12
"3287",199602236,42,15
"3288",199602239,143,12
"3289",199602241,127,11
"3290",199602244,45,15
"3291",199602245,19,8
"3292",199602250,31,12
"3293",199602254,121,12
"3294",199602261,128,7
"3295",199602301,33,13
"3296",199602303,513,12
"3297",199602304,142,10
"3298",199602401,571,15
"3299",199602403,186,9
"3300",199602404,107,8
"3301",199602405,201,12
"3302",199602406,152,11
"3303",199602407,114,8
"3304",199602408,192,12
"3305",199602410,82,8
"3306",199602412,48,8
"3307",199602413,72,12
"3308",199602414,157,12
"3309",199602417,21,12
"3310",199602419,626,8
"3311",199602420,222,12
"3312",199602501,553,8
"3313",199602504,669,12
"3314",199602607,512,12
"3315",199602701,17,8
"3316",199602802,66,15
"3317",199602807,118,12
"3318",199602901,476,12
"3319",199602905,551,12
"3320",199602906,314,12
"3321",199602908,3,5
"3322",199602913,373,12
"3323",199602914,803,12
"3324",199602915,4,12
"3325",199602921,209,8
"3326",199602925,481,15
"3327",199603101,476,12
"3328",199603103,994,12
"3329",199603104,575,8
"3330",199603107,496,8
"3331",199603111,439,12
"3332",199603205,186,12
"3333",199603207,293,14
"3334",199603208,619,8
"3335",199603209,179,12
"3336",199603210,193,12
"3337",199603213,574,11
"3338",199603215,584,15
"3339",199603401,575,10
"3340",199603404,496,9
"3341",199603407,4,12
"3342",199603410,994,11
"3343",199603501,199,15
"3344",199603502,227,11
"3345",199603504,478,13
"3346",199603506,55,12
"3347",199603509,464,12
"3348",199603601,508,12
"3349",199603603,605,11
"3350",199603608,221,12
"3351",199603612,76,8
"3352",199603701,481,15
"3353",199603801,79,10
"3354",199603803,30,8
"3355",199603805,104,8
"3356",199603806,94,2
"3357",199603807,198,12
"3358",199603808,102,8
"3359",199603809,228,12
"3360",199603810,65,12
"3361",199604001,102,15
"3362",199604002,198,15
"3363",199604003,48,10
"3364",199604004,72,10
"3365",199604005,113,12
"3366",199604006,228,12
"3367",199604008,82,8
"3368",199604009,213,15
"3369",199604012,94,12
"3370",199604108,76,8
"3371",199604110,631,12
"3372",199604111,738,8
"3373",199604113,924,12
"3374",199604130,593,11
"3375",199604134,113,8
"3376",199604203,803,8
"3377",199604207,4,15
"3378",199604208,83,12
"3379",199604209,228,8
"3380",199604304,204,12
"3381",199604306,605,15
"3382",199604307,341,12
"3383",199604308,295,8
"3384",199604311,159,15
"3385",199604701,76,15
"3386",199604702,247,14
"3387",199604704,738,8
"3388",199604705,112,12
"3389",199604706,14,8
"3390",199604802,72,8
"3391",199604803,222,8
"3392",199604804,176,15
"3393",199604806,228,12
"3394",199604807,157,9
"3395",199604808,152,14
"3396",199604810,48,12
"3397",199604812,626,10
"3398",199604817,98,12
"3399",199604901,60,11
"3400",199604905,42,12
"3401",199604908,193,8
"3402",199604912,502,12
"3403",199604914,218,10
"3404",199604915,14,8
"3405",199604918,76,15
"3406",199604922,616,8
"3407",199605002,152,11
"3408",199605003,213,9
"3409",199605004,86,15
"3410",199605005,72,10
"3411",199605006,157,12
"3412",199605007,87,15
"3413",199605008,167,12
"3414",199605010,192,15
"3415",199605011,98,9
"3416",199605012,114,12
"3417",199605014,228,12
"3418",199605015,198,15
"3419",199605016,102,8
"3420",199605017,113,9
"3421",199605019,94,13
"3422",199605020,76,11
"3423",199605027,82,12
"3424",199605028,194,10
"3425",199605030,83,15
"3426",199605032,48,15
"3427",199605033,47,11
"3428",199605034,195,15
"3429",199605202,601,2
"3430",199605203,536,15
"3431",199605206,1278,8
"3432",199605303,601,12
"3433",199605304,619,12
"3434",199605306,536,12
"3435",199605402,483,15
"3436",199605404,210,12
"3437",199605601,169,12
"3438",199605602,630,15
"3439",199605610,620,8
"3440",199605701,354,9
"3441",199605705,90,14
"3442",199605710,1048,12
"3443",199605901,60,12
"3444",199605903,171,8
"3445",199605905,108,8
"3446",199605906,260,12
"3447",199606001,235,12
"3448",199606002,178,9
"3449",199606101,791,12
"3450",199606103,609,12
"3451",199606108,502,8
"3452",199606201,218,11
"3453",199606202,616,15
"3454",199606207,493,12
"3455",199606208,306,8
"3456",199606210,237,12
"3457",199606215,256,7
"3458",199606218,206,8
"3459",199606219,23,12
"3460",199606220,307,9
"3461",199606221,670,12
"3462",199606301,332,8
"3463",199606302,27,15
"3464",199606304,117,15
"3465",199606307,197,8
"3466",199606601,227,12
"3467",199606603,246,8
"3468",199606606,199,9
"3469",199606607,478,11
"3470",199606702,113,10
"3471",199606705,198,8
"3472",199606706,94,12
"3473",199606715,111,12
"3474",199606717,248,12
"3475",199606718,605,12
"3476",199606719,159,12
"3477",199606721,295,2
"3478",199606723,208,10
"3479",199606724,92,11
"3480",199606725,176,15
"3481",199606727,2,2
"3482",199606729,93,8
"3483",199606730,50,9
"3484",199606731,84,12
"3485",199606734,426,15
"3486",199606736,4,12
"3487",199606739,631,12
"3488",199606741,62,12
"3489",199606742,803,12
"3490",199606745,98,12
"3491",199606750,59,12
"3492",199606801,210,15
"3493",199606802,483,12
"3494",199606901,186,12
"3495",199607001,200,12
"3496",199607003,117,9
"3497",199607004,27,11
"3498",199607106,616,15
"3499",199607107,523,12
"3500",199607110,225,8
"3501",199607113,286,12
"3502",199607115,218,3
"3503",199607121,578,8
"3504",199607122,95,15
"3505",199607126,139,15
"3506",199607131,503,10
"3507",199607132,206,12
"3508",199607203,578,12
"3509",199607301,55,11
"3510",199607302,586,8
"3511",199607304,11,15
"3512",199607305,455,8
"3513",199607401,90,15
"3514",199607404,60,15
"3515",199607405,88,10
"3516",199607506,1485,10
"3517",199607509,587,12
"3518",199607510,246,11
"3519",199607512,594,8
"3520",199607601,4,11
"3521",199607602,803,11
"3522",199607605,83,8
"3523",199607606,137,14
"3524",199607607,200,10
"3525",199607613,117,12
"3526",199607617,197,11
"3527",199607619,318,10
"3528",199607622,113,10
"3529",199607630,226,15
"3530",199607701,144,12
"3531",199607801,117,12
"3532",199607804,83,8
"3533",199607805,200,15
"3534",199607807,62,8
"3535",199607808,50,10
"3536",199607809,2,11
"3537",199607810,92,8
"3538",199607811,176,9
"3539",199607812,84,12
"3540",199607813,205,8
"3541",199607815,49,15
"3542",199607816,93,8
"3543",199607817,336,8
"3544",199607818,287,8
"3545",199607822,246,8
"3546",199607825,667,12
"3547",199607902,192,12
"3548",199607907,157,12
"3549",199607908,132,12
"3550",199607909,47,15
"3551",199607910,191,12
"3552",199607911,87,12
"3553",199607912,86,12
"3554",199607915,48,12
"3555",199607916,222,12
"3556",199607918,114,15
"3557",199607924,82,8
"3558",199607929,98,11
"3559",199608005,536,12
"3560",199608006,403,12
"3561",199608009,506,12
"3562",199608015,529,11
"3563",199608021,94,12
"3564",199608022,102,11
"3565",199608201,119,9
"3566",199608204,105,12
"3567",199608205,251,12
"3568",199608402,55,13
"3569",199608501,352,8
"3570",199608502,1484,11
"3571",199608509,771,15
"3572",199608701,79,12
"3573",199608901,103,12
"3574",199608903,307,14
